Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
John Tyson,2.4,United States,food processing,1299,67,"Springdale, Arkansas",United States,Single,2,"Bachelor of Arts/Science, Southern Methodist University",FALSE,POINT (-94.12881419999999 36.1867442)
David Wertheim,2.4,Israel,Coca Cola Israel,1299,63,Israel,Israel,Married,6,,FALSE,POINT (34.8667654 31.5313113)
Xiong Shaoming,2.4,China,e-cigarettes,1299,50,"Shenzhen, China",China,,,"Bachelor of Science, Wuhan University of Technology",TRUE,POINT (114.0543297 22.555454)
Yang Jianliang & family,2.4,China,machinery,1299,51,"Wuxi, China",China,Married,,,TRUE,POINT (120.3074357 31.4933074)
Michael Ying,2.4,Hong Kong,retail,1299,71,"Hong Kong, Hong Kong",Hong Kong,Married,3,,TRUE,POINT (114.1628131 22.2793278)
Zhang Ning & family,2.4,Canada,chemicals,1299,47,"Shanghai, China",Canada,,,,TRUE,POINT (121.4692071 31.2322758)
Zhang Zhixiang,2.4,China,steel,1299,54,"Beijing, China",China,,,"Doctorate, Zhejiang University of Technology",TRUE,POINT (116.3912757 39.906217)
Zhao Hongfei,2.4,China,software,1299,46,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Bill and Jean Adderley & family,2.3,United Kingdom,home furnishings,1362,73,"Leicester, United Kingdom",United Kingdom,Married,2,,TRUE,POINT (-1.1330789 52.6361398)
Bill Alfond,2.3,United States,shoes,1362,72,"Boston, Massachusetts",United States,Married,3,,FALSE,POINT (-71.0582912 42.3602534)
Susan Alfond,2.3,United States,shoes,1362,75,"Scarborough, Maine",United States,,3,,FALSE,POINT (-70.33925840000001 43.5902122)
Ted Alfond,2.3,United States,shoes,1362,76,"Weston, Massachusetts",United States,Married,3,,FALSE,POINT (-71.3031132 42.3667625)
Carlos Ardila Lülle,2.3,Colombia,"soft drinks, diversified",1362,90,"Bogota, Colombia",Colombia,Married,,"Bachelor of Engineering, Universidad Nacional de Colombia",TRUE,POINT (-74.083652 4.6533326)
Semahat Sevim Arsel,2.3,Turkey,diversified,1362,92,"Istanbul, Turkey",Turkey,Married,,,FALSE,POINT (28.9651646 41.0096334)
Sezai Bacaksiz,2.3,Turkey,diversified,1362,71,"Ankara, Turkey",Turkey,Married,2,,TRUE,POINT (32.8540412 39.9207893)
Suhail Bahwan,2.3,Oman,diversified,1362,82,"Muscat, Oman",Oman,Married,15,,TRUE,POINT (58.3829448 23.5882019)
Bang Jun-hyuk,2.3,South Korea,online gaming,1362,52,"Seoul, South Korea",South Korea,Married,3,,TRUE,POINT (126.9782914 37.5666791)
Bang Shi-hyuk,2.3,South Korea,entertainment,1362,48,"Seoul, South Korea",South Korea,Single,,,TRUE,POINT (126.9782914 37.5666791)
Anand Burman,2.3,India,consumer goods,1362,69,"New Delhi, India",India,Married,2,"Bachelor of Arts / Science, University of Kansas",FALSE,POINT (77.20900570000001 28.6138954)
Cao Longxiang & family,2.3,China,pharmaceuticals,1362,63,"Taixing, China",China,Married,,,TRUE,POINT (120.0160999 32.1696072)
Vanich Chaiyawan,2.3,Thailand,"insurance, beverages",1362,89,"Bangkok, Thailand",Thailand,Married,8,,TRUE,POINT (100.4930399 13.7544238)
Chen Zhisong,2.3,China,communication equipment,1362,55,"Xiamen, China",China,,,"Bachelor of Arts/Science, Xiamen University",TRUE,POINT (118.0853479 24.4801069)
Jim Coulter,2.3,United States,private equity,1362,61,"San Francisco, California",United States,Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",TRUE,POINT (-122.419906 37.7790262)
"Edward DeBartolo, Jr.",2.3,United States,shopping centers,1362,74,"Tampa, Florida",United States,Married,3,"Bachelor of Arts/Science, Notre Dame University",FALSE,POINT (-82.458444 27.9477595)
Maria Del Pino,2.3,Spain,construction,1362,65,"Madrid, Spain",Spain,Married,3,"Bachelor of Arts/Science, IESE Business School",FALSE,POINT (-3.7035825 40.4167047)
Deng Yingzhong,2.3,China,paper,1362,70,"Zhongshan, China",China,,,,TRUE,POINT (113.3656141 22.5213807)
Bob Ell,2.3,Australia,real estate,1362,76,"Surfers Paradise, Australia",Australia,Married,5,,TRUE,POINT (153.4285306 -28.0068547)
Sandeep Engineer,2.3,India,plastic pipes,1362,59,"Ahmedabad, India",India,Married,2,,TRUE,POINT (72.5797068 23.0216238)
Fong Yun Wah,2.3,Hong Kong,real estate,1362,96,"Hong Kong, Hong Kong",Hong Kong,Widowed,8,,FALSE,POINT (114.1628131 22.2793278)
Lindsay Fox,2.3,Australia,"logistics, real estate",1362,84,"Melbourne, Australia",Australia,Married,5,,TRUE,POINT (144.960964 -37.8077694)
Mario Germano Giuliani,2.3,Switzerland,pharmaceuticals,1362,49,"Monaco, Monaco",Switzerland,Married,,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart",FALSE,POINT (7.4276832 43.7323492)
Harsh Goenka,2.3,India,diversified,1362,63,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Calcutta University; Master of Business Administration, International Institute for Management and Development",FALSE,POINT (72.8773928 19.0759899)
Noam Gottesman,2.3,United States,hedge funds,1362,59,"New York, New York",United States,Married,4,"Bachelor of Arts/Science, Columbia University",TRUE,POINT (-74.00601519999999 40.7127281)
Joseph Grendys,2.3,United States,poultry processing,1362,59,"Chicago, Illinois",United States,Single,,"Bachelor of Arts/Science, Loyola University Chicago",TRUE,POINT (-87.6244212 41.8755616)
Guan Yihong,2.3,China,restaurant,1362,,"Guangzhou, China",China,Married,,,TRUE,POINT (113.2592945 23.1301964)
David Hains,2.3,Australia,Investments,1362,90,"Melbourne, Australia",Australia,Widowed,5,"Bachelor of Science in Engineering, University of Melbourne",TRUE,POINT (144.960964 -37.8077694)
Michael Hintze,2.3,Australia,investment,1362,67,"London, United Kingdom",Australia,Married,4,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",TRUE,POINT (-0.1276474 51.5073219)
Stewart Horejsi & family,2.3,United States,Berkshire Hathaway,1362,83,"Phoenix, Arizona",United States,Divorced,2,,TRUE,POINT (-112.0741417 33.4484367)
Hua Xuande & family,2.3,China,pharmaceuticals,1362,77,"Taizhou, China",China,Married,,,TRUE,POINT (121.4163876 28.6581723)
Jared Isaacman,2.3,United States,payment processing,1362,38,"Easton, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University",TRUE,POINT (-75.20998659999999 40.6916081)
David Jiang,2.3,China,e-cigarettes,1362,42,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Jiang Weiping & family,2.3,China,chemicals,1362,66,"Chengdu, China",China,Married,,"Bachelor of Science in Engineering, Xihua University",TRUE,POINT (104.0633717 30.6598628)
Boris Jordan,2.3,United States,cannabis,1362,54,"New York, New York",United States,Married,5,,TRUE,POINT (-74.00601519999999 40.7127281)
Baba Kalyani,2.3,India,engineering,1362,72,"Pune, India",India,Married,1,"Master of Science, Massachusetts Institute of Technology",FALSE,POINT (73.8544541 18.521428)
Jim Kavanaugh,2.3,United States,IT provider,1362,58,"St. Louis, Missouri",United States,,,"Bachelor of Arts/Science, St. Louis University",TRUE,POINT (-90.1998378 38.6264178)
Mustafa Rahmi Koc,2.3,Turkey,diversified,1362,90,"Istanbul, Turkey",Turkey,Divorced,3,"Bachelor of Arts/Science, Johns Hopkins University",FALSE,POINT (28.9651646 41.0096334)
Eiichi Kuriwada,2.3,Japan,package delivery,1362,74,"Osaka, Japan",Japan,Married,3,"High School Graduate, Arai High School",TRUE,POINT (135.490357 34.6198813)
Lai Jianfa,2.3,China,express delivery,1362,,"Shanghai, China",China,,,"Master of Business Administration, Fudan University",TRUE,POINT (121.4692071 31.2322758)
Lam Kong,2.3,China,pharmaceuticals,1362,56,"Hong Kong, Hong Kong",China,,,"Bachelor of Arts/Science, Guangdong Medical College",TRUE,POINT (114.1628131 22.2793278)
David Xueling Li,2.3,China,live streaming service,1362,48,"Guangzhou, China",China,,,,TRUE,POINT (113.2592945 23.1301964)
Li Xuhui,2.3,China,soy sauce,1362,52,"Foshan, China",China,,,,TRUE,POINT (113.1146335 23.0247687)
Liang Zhaoxian,2.3,China,appliances,1362,56,"Foshan, China",China,,,"Bachelor of Arts/Science, South China University of Technology",FALSE,POINT (113.1146335 23.0247687)
Liu Ming Chung,2.3,Brazil,paper,1362,58,"Hong Kong, Hong Kong",Brazil,Married,,,TRUE,POINT (114.1628131 22.2793278)
Alexander Mamut,2.3,Russia,investments,1362,61,"Moscow, Russia",Russia,Widowed,5,"LLB, Moscow State University",TRUE,POINT (37.6174943 55.7504461)
Daniel Mate,2.3,Spain,"mining, commodities",1362,57,"Kanton Schwyz, Switzerland",Spain,Married,2,"Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",TRUE,POINT (8.722207300000001 47.0571976)
Clayton Mathile,2.3,United States,pet food,1362,80,"Brookville, Ohio",United States,Married,5,"Bachelor of Arts/Science, Ohio Northern University",TRUE,POINT (-84.4113366 39.8367207)
Aristotelis Mistakidis,2.3,Greece,"mining, commodities",1362,59,"Zug, Switzerland",Greece,Married,1,"Bachelor of Arts/Science, London School of Economics",TRUE,POINT (8.5539378 47.1486137)
Fernando Roberto Moreira Salles,2.3,Brazil,"banking, minerals",1362,74,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, Fundacao Getulio Vargas",FALSE,POINT (-46.6333824 -23.5506507)
Joao Moreira Salles,2.3,Brazil,"banking, minerals",1362,59,"Rio de Janeiro, Brazil",Brazil,Divorced,1,,FALSE,POINT (-43.2093727 -22.9110137)
Walther Moreira Salles Junior,2.3,Brazil,"banking, minerals",1362,65,"Rio de Janeiro, Brazil",Brazil,Married,1,"Bachelor of Arts/Science, University of Southern California",FALSE,POINT (-43.2093727 -22.9110137)
Eugene Murtagh,2.3,Ireland,building materials,1362,78,"Kingscourt, Ireland",Ireland,Widowed,5,,TRUE,POINT (-6.8054428 53.9080467)
Nihat Ozdemir,2.3,Turkey,diversified,1362,71,"Ankara, Turkey",Turkey,Widowed,2,,TRUE,POINT (32.8540412 39.9207893)
Gretel Packer,2.3,Australia,casinos,1362,55,"Sydney, Australia",Australia,Divorced,3,,FALSE,POINT (151.0979607 -33.8641922)
Andrew Paradise,2.3,United States,★,1362,39,"San Francisco, California",United States,,,"Bachelor of Arts/Science, University of Massachusetts",TRUE,POINT (-122.419906 37.7790262)
Karl-Johan Persson,2.3,Sweden,H&M,1362,46,"Stockholm, Sweden",Sweden,Married,2,"Bachelor of Arts/Science, London Business School",FALSE,POINT (18.0710935 59.3251172)
Tom Persson,2.3,Sweden,H&M,1362,36,"Stockholm, Sweden",Sweden,Married,,,FALSE,POINT (18.0710935 59.3251172)
Stewart Rahr,2.3,United States,drug distribution,1362,75,"New York, New York",United States,Divorced,2,"Bachelor of Arts/Science, New York University",FALSE,POINT (-74.00601519999999 40.7127281)
Krit Ratanarak,2.3,Thailand,"media, real estate",1362,75,"Bangkok, Thailand",Thailand,Divorced,1,,FALSE,POINT (100.4930399 13.7544238)
Michael Saylor,2.3,United States,cryptocurrency,1362,56,"Vienna, Virginia",United States,Single,,"Bachelor of Arts/Science, Massachusetts Institute of Technology",TRUE,POINT (-77.2651762 38.9013729)
"Karl Scheufele, III. & family",2.3,Switzerland,jewelry,1362,82,"Geneva, Switzerland",Switzerland,Married,2,,TRUE,POINT (6.1466014 46.2017559)
Stephan Schmidheiny,2.3,Switzerland,investments,1362,73,"Hurden, Switzerland",Switzerland,Married,2,"Doctorate, University of Zurich",FALSE,POINT (8.8043485 47.2142501)
Vijay Shekhar Sharma,2.3,India,financial technology,1362,42,"Delhi, India",India,Married,1,"Bachelor of Science in Engineering, Delhi University",TRUE,POINT (77.2219388 28.6517178)
Charlotte Soderstrom,2.3,Sweden,H&M,1362,44,"Stockholm, Sweden",Sweden,Married,3,,FALSE,POINT (18.0710935 59.3251172)
Sun Huaiqing & family,2.3,China,cosmetics,1362,51,"Guangzhou, China",China,Married,,"EMBA, Guanghua School of Management",TRUE,POINT (113.2592945 23.1301964)
Sze Man Bok,2.3,China,hygiene products,1362,71,"Jinjiang, China",China,Married,1,,TRUE,POINT (118.5477505 24.784435)
Katsumi Tada,2.3,Japan,real estate,1362,75,"Tokyo, Japan",Japan,Married,3,,TRUE,POINT (139.7594549 35.6828387)
Ted Turner,2.3,United States,cable television,1362,82,"Atlanta, Georgia",United States,Divorced,5,"Bachelor of Arts/Science, Brown University",FALSE,POINT (-84.39026440000001 33.7489924)
Jitendra Virwani,2.3,India,real estate,1362,55,"Bangalore, India",India,Married,4,"Bachelor of Commerce, Bangalore University",FALSE,POINT (77.59129969999999 12.9791198)
Arkady Volozh,2.3,Russia,search engine,1362,57,"Moscow, Russia",Russia,Married,3,"Master of Science, Gubkin Russian State University of Oil and Gas",TRUE,POINT (37.6174943 55.7504461)
Lang Walker,2.3,Australia,real estate,1362,75,"Sydney, Australia",Australia,Married,3,"Diploma, High School",TRUE,POINT (151.0979607 -33.8641922)
Wei Ying-Chiao,2.3,Taiwan,"food, beverages",1362,66,"Taipei, Taiwan",Taiwan,Married,5,,TRUE,POINT (121.5636796 25.0375198)
Wu Zhongyi,2.3,China,electronics,1362,47,"Xiamen, China",China,,,"Bachelor of Arts/Science, Shenzhen University",TRUE,POINT (118.0853479 24.4801069)
Elaine Wynn,2.3,United States,"casinos, hotels",1362,79,"Las Vegas, Nevada",United States,Divorced,2,"Bachelor of Arts/Science, George Washington University",TRUE,POINT (-115.148516 36.1672559)
Xu Chuanhua & family,2.3,China,"chemicals, logistics",1362,86,"Hangzhou, China",China,Married,2,,TRUE,POINT (120.2052342 30.2489634)
Jerry Yang,2.3,United States,Yahoo,1362,52,"Los Altos Hills, California",United States,Married,2,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",TRUE,POINT (-122.1374637 37.3796627)
Yang Weidong & family,2.3,China,chemicals,1362,52,"Jiaxing, China",China,Married,,,TRUE,POINT (120.7510971 30.7474425)
Barry Zekelman,2.3,Canada,steel,1362,54,"Windsor, Canada",Canada,,,"Drop Out, York University",FALSE,POINT (-83.0353434 42.317099)
Zhang Xuezheng,2.3,China,telecom,1362,45,"Jiaxing, China",China,,,,TRUE,POINT (120.7510971 30.7474425)
Zhang Yin,2.3,China,paper manufacturing,1362,64,"Dongguan, China",China,Married,2,,TRUE,POINT (113.7457788 23.0205969)
Kostyantin Zhevago,2.3,Ukraine,mining,1362,47,"Kiev, Ukraine",Ukraine,Married,2,"Bachelor of Arts/Science, Kiev State Economic University",TRUE,POINT (30.5241361 50.4500336)
Jose Joao Abdalla Filho,2.2,Brazil,investments,1444,75,"Rio de Janeiro, Brazil",Brazil,,,,FALSE,POINT (-43.2093727 -22.9110137)
Abdulla Al Futtaim & family,2.2,United Arab Emirates,"auto dealers, investments",1444,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,FALSE,POINT (55.1885387 25.0742823)
Ramon Ang,2.2,Philippines,Diversified,1444,67,"Manila, Philippines",Philippines,Married,8,"Bachelor of Engineering, Far Eastern University",TRUE,POINT (120.9809674 14.5907332)
Bill Austin,2.2,United States,hearing aids,1444,79,"Brownsville, Texas",United States,Married,,"High School Graduate, High School",TRUE,POINT (-97.4890856 25.9140256)
Acharya Balkrishna,2.2,India,consumer goods,1444,48,"Haridwar, India",India,Single,,,TRUE,POINT (78.1452985 29.9384473)
Richard Barton,2.2,United States,Zillow,1444,53,"Seattle, Washington",United States,Married,3,"Bachelor of Science, Stanford University",TRUE,POINT (-122.3300624 47.6038321)
Edward Bass,2.2,United States,"oil, investments",1444,75,"Fort Worth, Texas",United States,Married,1,"Bachelor of Arts/Science, Yale University",FALSE,POINT (-97.33274590000001 32.753177)
Thor Bjorgolfsson,2.2,Iceland,investments,1444,54,"London, United Kingdom",Iceland,Married,3,"Bachelor of Arts/Science, New York University",TRUE,POINT (-0.1276474 51.5073219)
Nikolai Buinov,2.2,Russia,"oil, gas",1444,53,"Irkutsk, Russia",Russia,Married,2,,TRUE,POINT (104.280586 52.289597)
Bruce Cheng,2.2,Taiwan,electronics,1444,85,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Arts/Science, National Cheng Kung University",TRUE,POINT (121.5636796 25.0375198)
Chin Jong Hwa,2.2,Taiwan,auto parts,1444,62,"Taoyuan, Taiwan",Taiwan,Married,2,"Diploma, China University of Technology",TRUE,POINT (121.3010003 24.9929995)
Jai Hari & Yadu Hari Dalmia & family,2.2,India,cement,1444,,"Delhi, India",India,Married,,,FALSE,POINT (77.2219388 28.6517178)
Dermot Desmond,2.2,Ireland,finance,1444,70,"Dublin, Ireland",Ireland,Married,4,,TRUE,POINT (-6.2602732 53.3497645)
K. Dinesh,2.2,India,software services,1444,66,"Bangalore, India",India,Married,2,"Master of Science, Bangalore University",TRUE,POINT (77.59129969999999 12.9791198)
"Frank Fertitta, III.",2.2,United States,"casinos, mixed martial arts",1444,59,"Las Vegas, Nevada",United States,Married,3,"Bachelor of Arts/Science, University of Southern California",FALSE,POINT (-115.148516 36.1672559)
Lorenzo Fertitta,2.2,United States,"casinos, mixed martial arts",1444,52,"Las Vegas, Nevada",United States,Married,3,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego",FALSE,POINT (-115.148516 36.1672559)
Maria Franca Fissolo,2.2,Italy,"Nutella, chocolates",1444,86,"Monaco, Monaco",Italy,Widowed,2,,FALSE,POINT (7.4276832 43.7323492)
Serge Godin,2.2,Canada,information technology,1444,71,"Westmount, Canada",Canada,Married,2,"Master of Business Administration, Laval University",TRUE,POINT (-73.5963951 45.4857329)
Gu Wei,2.2,China,consumer electronics,1444,56,"Shenzhen, China",China,Married,2,,TRUE,POINT (114.0543297 22.555454)
Jeffrey Gundlach,2.2,United States,investments,1444,62,"Los Angeles, California",United States,Divorced,,"Bachelor of Arts/Science, Dartmouth College",TRUE,POINT (-118.242766 34.0536909)
Guo Jiangang,2.2,China,household appliances,1444,54,"Foshan, China",China,,,,TRUE,POINT (113.1146335 23.0247687)
Carlos Hank Rhon,2.2,Mexico,banking,1444,73,"Mexico City, Mexico",Mexico,Married,3,"Bachelor of Science in Engineering, Universidad Nacional Autonoma de Mexico",FALSE,POINT (-99.1331785 19.4326296)
Gerry Harvey,2.2,Australia,retail,1444,81,"Sydney, Australia",Australia,Married,4,,TRUE,POINT (151.0979607 -33.8641922)
Huang Guanlin,2.2,China,"textiles, apparel",1444,56,"Ningbo, China",China,,,"Bachelor of Engineering, Zhejiang University of Technology",TRUE,POINT (121.6203873 29.8622194)
